,IMDb Score,Netflix Link,IMDb Link,Poster,TMDb Trailer,IMDb id
4652,6.7,https://www.netflix.com/watch/80080616,https://www.imdb.com/title/tt5031892,https://images-na.ssl-images-amazon.com/images/M/MV5BNGVjYThhYjYtMWQxNy00Y2M2LThkMzItNTA0ZjA2NmUzOTg1XkEyXkFqcGdeQXVyNTQ0NTUxOTA@._V1_SX300.jpg,https://www.youtube.com/watch?v=n8G3kQEdtDI,tt5031892
4653,6.0,https://www.netflix.com/watch/80033517,https://www.imdb.com/title/tt4430992,https://images-na.ssl-images-amazon.com/images/M/MV5BZmE5ZWQzYTMtM2QzNi00MjM4LWI2ZjYtNzdiZDZkYTY0NDUzXkEyXkFqcGdeQXVyNTQ0NTUxOTA@._V1_SX300.jpg,https://www.youtube.com/watch?v=ESvyMS8zyXo,tt4430992
4655,6.5,https://www.netflix.com/watch/80195819,https://www.imdb.com/title/tt2969506,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIzMDMyNjcyNF5BMl5BanBnXkFtZTgwOTA5MDgyMjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=4Sk0OGpNY34,tt2969506
4656,6.6,https://www.netflix.com/watch/80203429,https://www.imdb.com/title/tt5471654,https://images-na.ssl-images-amazon.com/images/M/MV5BYzIxN2UyZWYtM2QyNC00ZTA2LWI4OWYtMTZkODU1OGQwY2U4XkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg,https://www.youtube.com/watch?v=asVcjwpwMgU,tt5471654
4657,6.6,https://www.netflix.com/watch/80081961,https://www.imdb.com/title/tt4975498,https://images-na.ssl-images-amazon.com/images/M/MV5BOTczNTc4MjEyMV5BMl5BanBnXkFtZTgwODc2OTg5NjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=nJ-woBqC05w,tt4975498
4659,6.6,https://www.netflix.com/watch/80200446,https://www.imdb.com/title/tt5074416,,https://www.youtube.com/watch?v=KzNbXg77GFQ,tt5074416
4660,6.7,https://www.netflix.com/watch/80195718,https://www.imdb.com/title/tt3837154,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxNzY4OTA2N15BMl5BanBnXkFtZTgwNTMxMTEyMjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=n3vXgDTDPdg,tt3837154
4661,5.8,https://www.netflix.com/watch/80163263,https://www.imdb.com/title/tt2417712,https://images-na.ssl-images-amazon.com/images/M/MV5BNTYxNzk5NzM3OV5BMl5BanBnXkFtZTgwMjEzOTc4MjI@._V1_SX300.jpg,https://www.youtube.com/watch?v=eAdDciuOYqI,tt2417712
4663,6.6,https://www.netflix.com/watch/80096785,https://www.imdb.com/title/tt5576174,https://images-na.ssl-images-amazon.com/images/M/MV5BM2UxZTFkODMtM2YxNC00NTM2LWFiNmUtZTQ5ODkxNWZlZTIyXkEyXkFqcGdeQXVyNTQ0NTUxOTA@._V1_SX300.jpg,https://www.youtube.com/watch?v=hh5MFcyQPb0,tt5576174
4668,7.3,https://www.netflix.com/watch/70080749,https://www.imdb.com/title/tt0093207,https://images-na.ssl-images-amazon.com/images/M/MV5BODZkYjdiZTMtMjVkYS00ZGQyLThlMjAtMTRmNjgxOTA3N2NhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=IMSGLZ-1Rmo,tt0093207
4672,7.6,https://www.netflix.com/watch/70020599,https://www.imdb.com/title/tt0116922,https://images-na.ssl-images-amazon.com/images/M/MV5BYWUxOWY4NDctMDFmMS00ZTQwLWExMGEtODg0ZWNhOTE5NzZmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=r757aSgW0tg,tt0116922
4677,7.3,https://www.netflix.com/watch/80196047,https://www.imdb.com/title/tt4300480,https://images-na.ssl-images-amazon.com/images/M/MV5BYThmMGNhYWMtYzkwMy00YTU0LWI0OWYtMzJiMjMzMWQwNTNhXkEyXkFqcGdeQXVyMTc0MzMwMTc@._V1_SX300.jpg,https://www.youtube.com/watch?v=LNFgbQF9HLY,tt4300480
4680,6.8,https://www.netflix.com/watch/80196152,https://www.imdb.com/title/tt4647788,https://images-na.ssl-images-amazon.com/images/M/MV5BMzdhZDA1ZTMtYjdhNy00MGRiLTkxMGEtYzlhYzlkYTQzOTFmXkEyXkFqcGdeQXVyNjUxMDU4NjM@._V1_SX300.jpg,https://www.youtube.com/watch?v=Bl97yo30XS8,tt4647788
4684,7.5,https://www.netflix.com/watch/80193426,https://www.imdb.com/title/tt1515996,https://images-na.ssl-images-amazon.com/images/M/MV5BNjhmMzg2ODQtYmU3MC00YmI5LWI0MDgtZTIwMWQyN2M0YjUzXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_SX300.jpg,https://www.youtube.com/watch?v=TbFzmQIw4ok,tt1515996
4686,7.4,https://www.netflix.com/watch/80065287,https://www.imdb.com/title/tt3447810,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAzNzg3ODA5Nl5BMl5BanBnXkFtZTgwODk1MDczMjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=g9K8ofhmOqk,tt3447810
4687,7.1,https://www.netflix.com/watch/80060035,https://www.imdb.com/title/tt3792960,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM3OTAzMzYzNV5BMl5BanBnXkFtZTgwNTQ4MzU0MDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=w5QNKcwe_lM,tt3792960
4689,6.6,https://www.netflix.com/watch/70116706,https://www.imdb.com/title/tt0074102,https://images-na.ssl-images-amazon.com/images/M/MV5BYWZmOWU0ZTktYTRjOC00ZmMwLTk5ZTQtNDM0Y2VhOWM4M2NjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,https://www.youtube.com/watch?v=snL4iY6O5NY,tt0074102
4691,6.9,https://www.netflix.com/watch/80013284,https://www.imdb.com/title/tt3661798,https://images-na.ssl-images-amazon.com/images/M/MV5BNzk1MDExMTA3M15BMl5BanBnXkFtZTgwNzMxNzk3MTE@._V1_SX300.jpg,https://www.youtube.com/watch?v=Hgi0a_kGTvo,tt3661798
4692,6.8,https://www.netflix.com/watch/70130513,https://www.imdb.com/title/tt0969268,https://images-na.ssl-images-amazon.com/images/M/MV5BNjk2MjY0ODE2OV5BMl5BanBnXkFtZTgwODI0NzE1MjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=pBSz2W-FtyI,tt0969268
4693,8.0,https://www.netflix.com/watch/70071919,https://www.imdb.com/title/tt0856797,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3MzU1NDA3N15BMl5BanBnXkFtZTcwNDExNDg0MQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=JFwwv8FvLgU,tt0856797
4694,7.4,https://www.netflix.com/watch/80197637,https://www.imdb.com/title/tt0080772,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwNmQ3NjItNjBhYi00ODU0LTliZDktYzZmOTM3ZTM3ZGI2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=TQr-fnhGUes,tt0080772
4695,4.1,https://www.netflix.com/watch/60026907,https://www.imdb.com/title/tt0108255,https://images-na.ssl-images-amazon.com/images/M/MV5BMzRmNGY0NTctYTNkNC00M2FkLWI0ZTgtYTE5ODhiZjYxMDkxXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,https://www.youtube.com/watch?v=wtMZKYnLg5c,tt0108255
4696,6.3,https://www.netflix.com/watch/80097242,https://www.imdb.com/title/tt4900708,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzOGMzOTEtYWVkZi00MmI2LWIyZmQtYjI1YTJiY2RlYjY4XkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg,https://www.youtube.com/watch?v=7kI_ACTcdEw,tt4900708
4699,7.1,https://www.netflix.com/watch/80117218,https://www.imdb.com/title/tt2139913,https://images-na.ssl-images-amazon.com/images/M/MV5BNjliYmVlYmUtZmRhOC00NDcxLTkzMzctYTNjYzM3NjI4OTVkXkEyXkFqcGdeQXVyNDA5ODU0NDg@._V1_SX300.jpg,https://www.youtube.com/watch?v=YZ6Nl9_KjzI,tt2139913
4703,6.6,https://www.netflix.com/watch/80139562,https://www.imdb.com/title/tt3731562,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMzI5ODEwNF5BMl5BanBnXkFtZTgwNjAzNjI2MDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=44LdLqgOpjo,tt3731562
4704,6.8,https://www.netflix.com/watch/80216725,https://www.imdb.com/title/tt1704567,,https://www.youtube.com/watch?v=39uVv3mFsWU,tt1704567
4705,7.1,https://www.netflix.com/watch/80156305,https://www.imdb.com/title/tt4384088,https://images-na.ssl-images-amazon.com/images/M/MV5BN2JlM2NiYzgtNDcyOC00Njg2LTlmYmMtYWUwZWIzNjFlNTJmXkEyXkFqcGdeQXVyNTI4ODg2Mjc@._V1_SX300.jpg,https://www.youtube.com/watch?v=GbvcbQn1Zqc,tt4384088
4707,6.3,https://www.netflix.com/watch/80033778,https://www.imdb.com/title/tt3698118,https://images-na.ssl-images-amazon.com/images/M/MV5BOWQ2OTZmMDEtOWJhNi00YWU3LTliZjAtZjNiNjE0NDY4NDIyXkEyXkFqcGdeQXVyMjM3MTAzOTc@._V1_SX300.jpg,https://www.youtube.com/watch?v=B0gPBB0NGuQ,tt3698118
4708,5.6,https://www.netflix.com/watch/80197561,https://www.imdb.com/title/tt5307266,https://images-na.ssl-images-amazon.com/images/M/MV5BNGM5YzQyMTktMTE5YS00NmUwLWFkZDctZjZjNDA5M2E0MGZkXkEyXkFqcGdeQXVyNDA5ODU0NDg@._V1_SX300.jpg,https://www.youtube.com/watch?v=wtNFYitVFKg,tt5307266
4712,6.8,https://www.netflix.com/watch/80191740,https://www.imdb.com/title/tt5084170,https://images-na.ssl-images-amazon.com/images/M/MV5BYzIwYmJlMjktMzJiMy00YmQzLThmNWYtNWY3NGViZjc4MzYwXkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=6Pc5ikveEjA,tt5084170
4714,7.3,https://www.netflix.com/watch/80131731,https://www.imdb.com/title/tt4116284,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyNTEyOTY0M15BMl5BanBnXkFtZTgwOTAyNzU3MDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=aBJyp2LFHgk,tt4116284
4715,7.3,https://www.netflix.com/watch/80218722,https://www.imdb.com/title/tt5031332,https://images-na.ssl-images-amazon.com/images/M/MV5BODZiOGMzOTgtN2ExZC00MmQ5LTg4MDctN2FkZTRjYWVkZWI1XkEyXkFqcGdeQXVyMjU1Njc3NTk@._V1_SX300.jpg,https://www.youtube.com/watch?v=NkcqA7AoqZo,tt5031332
4716,6.6,https://www.netflix.com/watch/80143796,https://www.imdb.com/title/tt4943322,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3ZDVlMjgtNTM4Yi00ZTQ3LThmM2QtYzdjZmRjMTcxMTkzXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=ongIVkGwyp8,tt4943322
4717,7.0,https://www.netflix.com/watch/80175621,https://www.imdb.com/title/tt5439796,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyODg0NDU1OV5BMl5BanBnXkFtZTgwNjcxMzU0MjI@._V1_SX300.jpg,https://www.youtube.com/watch?v=aPzvKH8AVf0,tt5439796
4718,7.5,https://www.netflix.com/watch/80147323,https://www.imdb.com/title/tt5599692,https://images-na.ssl-images-amazon.com/images/M/MV5BYzE2ZWVjNWQtYWU0My00ODlmLWE2YWMtNTZmY2MzNTFhNWMxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,https://www.youtube.com/watch?v=FWHAsFpfDnM,tt5599692
4719,6.3,https://www.netflix.com/watch/80071345,https://www.imdb.com/title/tt3231054,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAzNjQ1Mzk2MjNeQTJeQWpwZ15BbWU4MDU0MDk1Mjcx._V1_SX300.jpg,https://www.youtube.com/watch?v=OcTVLfn5i8g,tt3231054
4720,6.8,https://www.netflix.com/watch/80214478,https://www.imdb.com/title/tt6856186,,https://www.youtube.com/watch?v=GqEcud97r7A,tt6856186
4721,6.0,https://www.netflix.com/watch/80163158,https://www.imdb.com/title/tt0493405,https://images-na.ssl-images-amazon.com/images/M/MV5BZTliN2IyMTctYTliOS00ZTJiLTkxN2YtNDg1YTJiZTA4MTVlL2ltYWdlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=nmgeiznfdLI,tt0493405
4722,6.5,https://www.netflix.com/watch/80141340,https://www.imdb.com/title/tt5154896,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMzE5MzcxOF5BMl5BanBnXkFtZTgwMTQxMTE5NzE@._V1_SX300.jpg,https://www.youtube.com/watch?v=UJi4zObBpp4,tt5154896
4723,6.2,https://www.netflix.com/watch/80182473,https://www.imdb.com/title/tt6212496,https://images-na.ssl-images-amazon.com/images/M/MV5BZWJjMjdjMWYtMzJmZS00YTNkLTk0NzMtNjNjN2EwMzEyNjdiXkEyXkFqcGdeQXVyMjM4ODc5MzQ@._V1_SX300.jpg,https://www.youtube.com/watch?v=GMieh0zJ32g,tt6212496
4724,6.5,https://www.netflix.com/watch/80159877,https://www.imdb.com/title/tt3026488,https://images-na.ssl-images-amazon.com/images/M/MV5BZTNlNGEzNzQtNTVjOS00MmQyLTgwYTgtZDQ3ZWY5NzY4MjIwXkEyXkFqcGdeQXVyMjUwNjgxMDM@._V1_SX300.jpg,https://www.youtube.com/watch?v=lQaGazGtaZw,tt3026488
4726,6.5,https://www.netflix.com/watch/80168161,https://www.imdb.com/title/tt3654796,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2MTkxMDYzN15BMl5BanBnXkFtZTgwNTc3Mzc4MzI@._V1_SX300.jpg,https://www.youtube.com/watch?v=l_0sBk50Qr0,tt3654796
4728,6.3,https://www.netflix.com/watch/80119234,https://www.imdb.com/title/tt5519340,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyNzk5NDg1Nl5BMl5BanBnXkFtZTgwNTM5MDQxNDM@._V1_SX300.jpg,https://www.youtube.com/watch?v=6EZCBSsBxko,tt5519340
4730,6.5,https://www.netflix.com/watch/80107030,https://www.imdb.com/title/tt5163286,https://images-na.ssl-images-amazon.com/images/M/MV5BYWYxYzU2NGMtNWQ1Ni00NmIwLTkwZTgtZjI4ZTkyMmU3OTY0XkEyXkFqcGdeQXVyNjU2NTMxOTg@._V1_SX300.jpg,https://www.youtube.com/watch?v=Legzr_ED9R8,tt5163286
4731,7.4,https://www.netflix.com/watch/80189806,https://www.imdb.com/title/tt7736664,https://images-na.ssl-images-amazon.com/images/M/MV5BMzQ1NDY0NjI3OF5BMl5BanBnXkFtZTgwMzg0MjczNDM@._V1_SX300.jpg,https://www.youtube.com/watch?v=dZoMgN0zRSI,tt7736664
4732,6.2,https://www.netflix.com/watch/80079256,https://www.imdb.com/title/tt3381008,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0NTE3MjMwNV5BMl5BanBnXkFtZTgwMDc5NjQxODE@._V1_SX300.jpg,https://www.youtube.com/watch?v=sWR5uF-WK9c,tt3381008
4733,7.3,https://www.netflix.com/watch/80125671,https://www.imdb.com/title/tt4633690,https://images-na.ssl-images-amazon.com/images/M/MV5BMGY0YTM3MjItZmExMy00NDgyLThjNzUtZWQ1MzY2NGRmMjZhXkEyXkFqcGdeQXVyMzYyMzE1NjA@._V1_SX300.jpg,https://www.youtube.com/watch?v=Xm157yQ7g1E,tt4633690
4737,7.0,https://www.netflix.com/watch/80185765,https://www.imdb.com/title/tt1615160,https://images-na.ssl-images-amazon.com/images/M/MV5BM2RlMjcyMGQtZTU3OC00NGRlLWExMGEtYjU3ZjUyMDc0NWZmXkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_SX300.jpg,https://www.youtube.com/watch?v=r_rSAbYyIq0,tt1615160
4738,7.1,https://www.netflix.com/watch/80198142,https://www.imdb.com/title/tt6548966,https://images-na.ssl-images-amazon.com/images/M/MV5BZWM5MTE1NmItMzJiMS00MjU0LWJiZmYtMDBiYjdiNTFjODhlXkEyXkFqcGdeQXVyNjg5NDY2MDc@._V1_SX300.jpg,https://www.youtube.com/watch?v=CUBIDu3OHlM,tt6548966
4740,7.4,https://www.netflix.com/watch/60000667,https://www.imdb.com/title/tt0118819,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2ODEzMjE1NF5BMl5BanBnXkFtZTYwNzY4MzA5._V1_SX300.jpg,https://www.youtube.com/watch?v=FpfDTg4lbNE,tt0118819
4741,7.0,https://www.netflix.com/watch/60000657,https://www.imdb.com/title/tt0113083,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxMTM1OTQ3MV5BMl5BanBnXkFtZTcwNjQ1MzgyMQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=BBzIoP9EgEU,tt0113083
4742,7.4,https://www.netflix.com/watch/70011205,https://www.imdb.com/title/tt0275491,https://images-na.ssl-images-amazon.com/images/M/MV5BMmFjNWU1YjMtOWVhZC00OGI4LTgwN2UtNDQ1ODMxZGZmZTFmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,https://www.youtube.com/watch?v=a_y11BREqlU,tt0275491
4743,5.7,https://www.netflix.com/watch/80177441,https://www.imdb.com/title/tt7608534,,https://www.youtube.com/watch?v=K4STcvndzbE,tt7608534
4746,6.5,https://www.netflix.com/watch/80174138,https://www.imdb.com/title/tt6333086,https://images-na.ssl-images-amazon.com/images/M/MV5BZjQxYTc1MGEtNzhhOS00YWJmLWJlOWUtZWJlZjA5Yzk4NDA0XkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,https://www.youtube.com/watch?v=83UoZcdX__Y,tt6333086
4747,8.1,https://www.netflix.com/watch/80223049,https://www.imdb.com/title/tt7155460,https://images-na.ssl-images-amazon.com/images/M/MV5BODA0MWJkYTQtN2QyNC00NDk5LWEzMDAtMGExMzIzOWRhOTc3XkEyXkFqcGdeQXVyMzc0ODYyNzk@._V1_SX300.jpg,https://www.youtube.com/watch?v=yTvVyt8IIjU,tt7155460
4749,7.6,https://www.netflix.com/watch/60037334,https://www.imdb.com/title/tt0364517,https://images-na.ssl-images-amazon.com/images/M/MV5BNjIwOGJhY2QtMTA5Yi00MDhlLWE5OTgtYmIzZDNlM2UwZjMyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,https://www.youtube.com/watch?v=5buvvd5z7Gw,tt0364517
4751,7.0,https://www.netflix.com/watch/80106230,https://www.imdb.com/title/tt2566644,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyNDM2MzQ1OV5BMl5BanBnXkFtZTgwMzU0NzEwOTE@._V1_SX300.jpg,https://www.youtube.com/watch?v=j6jGNtql0YQ,tt2566644
4752,5.6,https://www.netflix.com/watch/80133356,https://www.imdb.com/title/tt3401882,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NzkyMjE5NF5BMl5BanBnXkFtZTgwMDE5NTg3MDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=9aIzXYo6VCE,tt3401882
4754,6.3,https://www.netflix.com/watch/70259406,https://www.imdb.com/title/tt1598496,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2NzQ4NjkxMV5BMl5BanBnXkFtZTcwMjMzOTM3OA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=xzHybMLn7_A,tt1598496
4755,7.4,https://www.netflix.com/watch/70129396,https://www.imdb.com/title/tt1447508,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwMzEzNjYyNl5BMl5BanBnXkFtZTcwOTg1MDI3Mw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=ht0-gqvFor0,tt1447508
4756,7.5,https://www.netflix.com/watch/70089214,https://www.imdb.com/title/tt0473367,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5NzI2MDkzOF5BMl5BanBnXkFtZTcwODA5NTk5Mw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=NYqqFeLzRiI,tt0473367
4757,8.1,https://www.netflix.com/watch/60020906,https://www.imdb.com/title/tt0169102,https://images-na.ssl-images-amazon.com/images/M/MV5BNDYxNWUzZmYtOGQxMC00MTdkLTkxOTctYzkyOGIwNWQxZjhmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,https://www.youtube.com/watch?v=AqVjWevMrAg,tt0169102
4758,8.4,https://www.netflix.com/watch/70087087,https://www.imdb.com/title/tt0986264,https://images-na.ssl-images-amazon.com/images/M/MV5BNTVmYTk2NjAtYzY3MS00YjFjLTlkYzktYzg3YzMyZDQyOWRiXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,https://www.youtube.com/watch?v=tn_2Ie_jtX8,tt0986264
4759,7.0,https://www.netflix.com/watch/70144331,https://www.imdb.com/title/tt1433810,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0NDIzMzE3OF5BMl5BanBnXkFtZTcwMDUxNzAzNA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=erIzry9cHpI,tt1433810
4760,7.6,https://www.netflix.com/watch/70152959,https://www.imdb.com/title/tt1934231,https://images-na.ssl-images-amazon.com/images/M/MV5BNTI3ODQwNDAzN15BMl5BanBnXkFtZTcwMDg5NDExNg@@._V1_SX300.jpg,https://www.youtube.com/watch?v=YyYq4rrvjdQ,tt1934231
4761,5.3,https://www.netflix.com/watch/80057298,https://www.imdb.com/title/tt3707106,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyNDU2MDMxM15BMl5BanBnXkFtZTgwMzAzMTk1NjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=LRXPszwv4Uc,tt3707106
4762,5.9,https://www.netflix.com/watch/80144309,https://www.imdb.com/title/tt3717490,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1MTkxNzc5NF5BMl5BanBnXkFtZTgwOTM2Mzk3MTI@._V1_SX300.jpg,https://www.youtube.com/watch?v=oFkulzWMotY,tt3717490
4763,8.4,https://www.netflix.com/watch/80161371,https://www.imdb.com/title/tt5311514,https://images-na.ssl-images-amazon.com/images/M/MV5BODRmZDVmNzUtZDA4ZC00NjhkLWI2M2UtN2M0ZDIzNDcxYThjL2ltYWdlXkEyXkFqcGdeQXVyNTk0MzMzODA@._V1_SX300.jpg,https://www.youtube.com/watch?v=xU47nhruN-Q,tt5311514
4764,6.6,https://www.netflix.com/watch/80187435,https://www.imdb.com/title/tt7193448,,https://www.youtube.com/watch?v=hYY_GOu79IE,tt7193448
4765,5.8,https://www.netflix.com/watch/80087517,https://www.imdb.com/title/tt1412528,https://images-na.ssl-images-amazon.com/images/M/MV5BNzQzNzI3NzkzMl5BMl5BanBnXkFtZTgwMjA4MzczOTE@._V1_SX300.jpg,https://www.youtube.com/watch?v=2BrKGHl5EXQ,tt1412528
4766,5.3,https://www.netflix.com/watch/80206847,https://www.imdb.com/title/tt5997666,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIzMDI2NDUwOV5BMl5BanBnXkFtZTgwNzE2NjU3MjI@._V1_SX300.jpg,https://www.youtube.com/watch?v=4kSitY2Mta4,tt5997666
4767,7.4,https://www.netflix.com/watch/80171247,https://www.imdb.com/title/tt5791536,https://images-na.ssl-images-amazon.com/images/M/MV5BNTE0NDgzNTMtNTcxZS00ZGRiLWFmNzEtNTBiNjJkM2EyNzY4XkEyXkFqcGdeQXVyNjEyNzgxNjk@._V1_SX300.jpg,https://www.youtube.com/watch?v=s9j8MvV7tE0,tt5791536
4770,6.2,https://www.netflix.com/watch/80176212,https://www.imdb.com/title/tt7588790,https://images-na.ssl-images-amazon.com/images/M/MV5BODE2OTg1NDQ0M15BMl5BanBnXkFtZTgwMjg0NTAxNDM@._V1_SX300.jpg,https://www.youtube.com/watch?v=kTAYqsT05Dc,tt7588790
4771,7.4,https://www.netflix.com/watch/70019013,https://www.imdb.com/title/tt0069704,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI5NjM5MjIyNF5BMl5BanBnXkFtZTgwNjg2MTUxMDE@._V1_SX300.jpg,https://www.youtube.com/watch?v=OZ9Gp6Qc8LQ,tt0069704
4772,8.1,https://www.netflix.com/watch/397323,https://www.imdb.com/title/tt0061512,https://images-na.ssl-images-amazon.com/images/M/MV5BOWFlNzZhYmYtYTI5YS00MDQyLWIyNTUtNTRjMWUwNTEzNjA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,https://www.youtube.com/watch?v=CDWJmrt-5I4,tt0061512
4773,7.6,https://www.netflix.com/watch/80211749,https://www.imdb.com/title/tt3042408,https://images-na.ssl-images-amazon.com/images/M/MV5BNDg4NjU3MTYzNl5BMl5BanBnXkFtZTgwNzE2MDU2MjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=5vnjheCqRIs,tt3042408
4775,7.1,https://www.netflix.com/watch/70053128,https://www.imdb.com/title/tt0093412,https://images-na.ssl-images-amazon.com/images/M/MV5BNWQ5MDM0YzAtMWU5MC00NjEyLTk2ODEtNTk1YjFiNDg1YWQwXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,https://www.youtube.com/watch?v=SzUr1wfm-fY,tt0093412
4776,7.1,https://www.netflix.com/watch/80192820,https://www.imdb.com/title/tt0103030,https://images-na.ssl-images-amazon.com/images/M/MV5BZGQ3NzFkZGEtYzNmNS00MjYzLWI2NjUtNzBmOTVkMGUxMjdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,https://www.youtube.com/watch?v=wxPxKefg0LE,tt0103030
4779,6.3,https://www.netflix.com/watch/80156212,https://www.imdb.com/title/tt5195412,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM3ODY5MzE4Nl5BMl5BanBnXkFtZTgwNjcxNTgxMjI@._V1_SX300.jpg,https://www.youtube.com/watch?v=E00DODio0Wk,tt5195412
4781,6.7,https://www.netflix.com/watch/80104977,https://www.imdb.com/title/tt3794028,https://images-na.ssl-images-amazon.com/images/M/MV5BN2Q2OTEyZWItYmVmMi00NzYyLWI4YTAtMjJjMWMzZjBjYzM4XkEyXkFqcGdeQXVyNDAyODU1Njc@._V1_SX300.jpg,https://www.youtube.com/watch?v=lMRyAvkdCu0,tt3794028
4784,7.5,https://www.netflix.com/watch/80203522,https://www.imdb.com/title/tt7588584,,https://www.youtube.com/watch?v=3DwDgIHWWio,tt7588584
4786,8.3,https://www.netflix.com/watch/80126449,https://www.imdb.com/title/tt7320560,https://images-na.ssl-images-amazon.com/images/M/MV5BMjQyNDY0MjQ0Ml5BMl5BanBnXkFtZTgwMjEzMTQxNDM@._V1_SX300.jpg,https://www.youtube.com/watch?v=lsZ8hDutkeM,tt7320560
4788,6.3,https://www.netflix.com/watch/80146758,https://www.imdb.com/title/tt3874544,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5MzUxNzgxNV5BMl5BanBnXkFtZTgwMTM2NzQ3MjI@._V1_SX300.jpg,https://www.youtube.com/watch?v=Ud8j5GaqH3c,tt3874544
4789,7.0,https://www.netflix.com/watch/80208104,https://www.imdb.com/title/tt7665180,,https://www.youtube.com/watch?v=K_Ev_Es7onw,tt7665180
