,budget,genres,id,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average
1858,25000000,"['action', 'comedy']",12277,en,Undercover Brother,"An Afro-American organization, the B.R.O.T.H.E.R.H.O.O.D., is in permanent fight against a white organization ""The Man"" defending the values of the black people in North America. When the Afro-American candidate Gen. Warren Boutwell behaves strangely in his presidential campaign, Undercover Brother is hired to work undercover for ""The Man"" and find what happened with the potential candidate.",6.086083,['universal_pictures'],['us'],2002-05-31,41604473,86.0,['en'],Undercover Brother,5.5
1859,25000000,"['drama', 'comedy']",9779,en,The Sisterhood of the Traveling Pants,"Four best friends (Tibby, Lena, Carmen &amp; Bridget) who buy a mysterious pair of pants that fits each of them, despite their differing sizes, and makes whoever wears them feel fabulous. When faced with the prospect of spending their first summer apart, the pals decide they'll swap the pants so that each girl in turn can enjoy the magic.",17.17372,"['dinovi_pictures', 'alcon_entertainment', 'alloy_entertainment']",['us'],2005-06-01,39053061,119.0,"['en', 'el', 'es']",The Sisterhood of the Traveling Pants,6.3
1860,25000000,"['action', 'crime', 'thriller']",2140,en,Kiss of the Dragon,"Liu Jian, an elite Chinese police officer, comes to Paris to arrest a Chinese drug lord. When Jian is betrayed by a French officer and framed for murder, he must go into hiding and find new allies.",16.936576,"['twentieth_century_fox_film_corporation', 'current_entertainment', 'immortal_entertainment', 'canal+', 'europacorp', 'quality_growth_international_ltd.']","['fr', 'us']",2001-07-06,64437847,98.0,"['en', 'fr', 'zh']",Kiss of the Dragon,6.4
1861,25000000,"['romance', 'comedy']",12620,en,The House Bunny,"Shelley is living a carefree life until a rival gets her tossed out of the Playboy Mansion. With nowhere to go, fate delivers her to the sorority girls from Zeta Alpha Zeta. Unless they can sign a new pledge class, the seven socially clueless women will lose their house to the scheming girls of Phi Iota Mu. In order to accomplish their goal, they need Shelley to teach them the ways of makeup and men; at the same time, Shelley needs some of what the Zetas have - a sense of individuality. The combination leads all the girls to learn how to stop pretending and start being themselves.",25.838073,"['columbia_pictures', 'happy_madison_productions', 'relativity_media', 'alta_loma_entertainment']",['us'],2008-08-22,70442940,97.0,['en'],The House Bunny,5.6
1862,25000000,"['comedy', 'romance']",14177,en,Beauty Shop,"You thought you'd heard it all in the barbershop, but you haven't heard anything yet - the women get their own chance to shampoo, shine, and speak their minds in Beauty Shop.",5.625632,['metro-goldwyn-mayer_(mgm)'],['us'],2005-06-02,36351350,105.0,['en'],Beauty Shop,5.4
1863,25000000,['drama'],198185,en,Million Dollar Arm,"In a last-ditch effort to save his career, sports agent JB Bernstein (Jon Hamm) dreams up a wild game plan to find Major League Baseball’s next great pitcher from a pool of cricket players in India. He soon discovers two young men who can throw a fastball but know nothing about the game of baseball. Or America. It’s an incredible and touching journey that will change them all — especially JB, who learns valuable lessons about teamwork, commitment and family.",17.312433,['walt_disney_pictures'],['us'],2014-05-09,38307627,124.0,"['hi', 'en']",Million Dollar Arm,6.6
1864,25000000,"['drama', 'science_fiction']",227156,en,The Giver,"In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.",53.811461,"['the_weinstein_company', 'walden_media', 'tonik_productions', 'asis_productions']",['us'],2014-08-11,66980456,94.0,['en'],The Giver,6.4
1865,0,['comedy'],10735,en,What a Girl Wants,"An American girl, Daphne, heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother, she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable.",7.057765,"['dinovi_pictures', 'gerber_pictures', 'gaylord_films', 'warner_bros.', 'sloane_square_films', 'hsi_tomorrow_film']",['us'],2003-03-27,0,105.0,['en'],What a Girl Wants,5.8
1866,17000000,"['horror', 'thriller']",11351,en,Jeepers Creepers 2,"After 23 horrifying days of gorging on human flesh, an ancient creature known as the Creeper embarks on a final voracious feeding frenzy, terrorizing a group of varsity basketball players, cheerleaders and coaches stranded on a remote highway when their bus breaks down. The terrified group is forced to come together and do battle against the winged creature hell-bent on completing its grizzly ritual.",19.045146,"['united_artists', 'american_zoetrope', 'myriad_pictures', 'jeepers_creepers_ii']",['us'],2003-08-08,63102666,104.0,['en'],Jeepers Creepers 2,5.5
1867,25000000,"['comedy', 'drama', 'romance']",10030,en,Good Luck Chuck,"Cursed since childhood, dentist Charlie Kagan cannot find the right woman. Even worse, he learns that each of his ex-girlfriends finds true love with the man she meets after her relationship with him ends. Hearing of Charlie's reputation as a good-luck charm, women from all over line up for a quick tryst. But when Charlie meets the woman of his dreams, he must find a way to break the curse or risk losing her to the next man she meets.",21.729434,"['lionsgate', 'karz_entertainment']","['ca', 'us']",2007-09-21,59192128,101.0,['en'],Good Luck Chuck,5.5
1868,25000000,"['action', 'crime', 'drama']",10623,en,Cradle 2 the Grave,"Gang leader Tony pulls off a major diamond heist with his crew, but cop-turned-criminal Ling knows who has the loot and responds by kidnapping Tony's daughter and holding her for ransom. Unfortunately, Tony's lost the diamonds as well. As he frantically searches for his daughter and the jewels, Tony pairs with a high-kicking government agent who once worked with Ling and seeks revenge on him.",12.837116,"['silver_pictures', 'warner_bros.']",['us'],2003-02-28,56489558,101.0,"['en', 'ko', 'ru']",Cradle 2 the Grave,5.8
1869,25000000,['drama'],590,en,The Hours,"""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition.",20.953265,"['paramount_pictures', 'miramax_films', 'scott_rudin_productions']",['us'],2002-12-27,41597830,114.0,['en'],The Hours,7.0
1870,20000000,"['comedy', 'drama', 'family', 'romance']",9655,en,She's the Man,"Viola Johnson is in a real jam. Complications threaten her scheme to pose as her twin brother, Sebastian, and take his place at a new boarding school. She falls in love with her handsome roommate, Duke, who loves beautiful Olivia, who has fallen for Sebastian! As if that were not enough, Viola's twin returns from London ahead of schedule but has no idea that his sister has already replaced him on campus.",10.81439,"['dreamworks_skg', 'lakeshore_entertainment']",['us'],2006-03-17,33889159,105.0,['en'],She's the Man,6.4
1871,25000000,"['family', 'comedy']",1268,en,Mr. Bean's Holiday,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.",27.683874,"['tiger_aspect_productions', 'working_title_films']","['gb', 'fr', 'de']",2007-03-22,229736344,90.0,['en'],Mr. Bean's Holiday,6.1
1872,20000000,"['adventure', 'action', 'horror', 'science_fiction', 'thriller']",11237,en,Anacondas: The Hunt for the Blood Orchid,"The blood orchid - A rare flower that holds the secret of eternal life and a fortune to the pharmaceutical company that finds it. Led by a two-fisted soldier of fortune, a scientific expedition is sent deep into the jungles of Borneo to locate and bring back samples of the legendary plant. Battling their way upriver, the explorers brave poisonous insects, ferocious crocodiles and savage headhunters, unaware they're being stalked by an even greater danger: a nest of giant anacondas, voracious, fifty-foot-long flesh-eaters who'll stop at nothing to protect their breeding ground, the blood orchid's home.",9.855474,"['screen_gems', 'middle_fork_productions']",['us'],2004-08-26,70992898,97.0,"['en', 'ru']",Anacondas: The Hunt for the Blood Orchid,4.9
1873,25500000,"['thriller', 'crime', 'drama']",190955,en,Blood Ties,"Two brothers, on either side of the law, face off over organized crime in Brooklyn during the 1970s.",12.756344,"['wild_bunch', 'lgm_productions', 'les_productions_du_tr\\u00e9sor', 'mars_distribution', 'canal+', 'france_t\\u00e9l\\u00e9vision', 'worldview_entertainment', 'cin\\u00e9+', 'm6', 'france_3_cinema', 'caneo_films', 'grisbi_productions', 'france_4', 'w9', 'chi-fou-mi_productions', 'treasure_company']","['fr', 'us']",2013-08-22,2415472,128.0,"['es', 'en', 'it']",Blood Ties,6.0
1874,25000000,['drama'],5123,en,August Rush,"A drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents.",29.533437,"['warner_bros.', 'cj_entertainment', 'southpaw_entertainment']",['us'],2007-11-21,66122026,114.0,['en'],August Rush,7.1
1875,30000000,"['drama', 'history']",4518,en,Elizabeth,"The story of the ascension to the throne and the early reign of Queen Elizabeth the First, the endless attempts by her council to marry her off, the Catholic hatred of her and her romance with Lord Robert Dudley.",14.179538,"['channel_four_films', 'polygram_filmed_entertainment', 'working_title_films']",['us'],1998-09-13,82150642,124.0,"['fr', 'en']",Elizabeth,7.1
1876,25000000,"['horror', 'comedy']",11932,en,Bride of Chucky,"Chucky hooks up with another murderous doll, the bridal gown-clad Tiffany, for a Route 66 murder spree with their unwitting hosts.",14.340095,"['universal_pictures', 'midwinter_productions_inc.']","['ca', 'us']",1998-10-16,50671850,89.0,['en'],Bride of Chucky,5.5
1877,25485000,"['history', 'action', 'drama', 'adventure', 'war']",11165,en,Tora! Tora! Tora!,"In the summer of 1941, the United States and Japan seem on the brink of war after constant embargos and failed diplomacy come to no end. ""Tora! Tora! Tora!"", named after the code words use by the lead Japanese pilot to indicate they had surprised the Americans, covers the days leading up to the attack on Pearl Harbor, which plunged America into the Second World War.",9.795985,['twentieth_century_fox_film_corporation'],"['jp', 'us']",1970-01-26,29548291,144.0,"['en', 'ja']",Tora! Tora! Tora!,6.9
1878,25000000,"['adventure', 'fantasy', 'drama', 'comedy', 'music']",6116,en,Spice World,"The film follows the Spice Girls and their entourage (mostly fictional characters) - manager Clifford, his assistant Deborah, filmmaker Piers (who is trying to shoot a documentary on ""the real Spice Girls"") and others in their everyday life.",6.889437,['columbia_pictures_corporation'],['gb'],1997-12-19,100000000,93.0,['en'],Spice World,4.7
1879,25000000,['comedy'],57431,en,The Sitter,"Noah, is not your typical entertain-the-kids-no-matter-how-boring-it-is kind of sitter. He's reluctant to take a sitting gig; he'd rather, well, be doing anything else, especially if it involves slacking. When Noah is watching the neighbor's kid he gets a booty call from his girlfriend in the city. To hook up with her, Noah takes to the streets, but his urban adventure spins out of control as he finds himself on the run from a maniacal drug lord.",19.428994,"['twentieth_century_fox_film_corporation', 'michael_de_luca_productions', 'rough_house_pictures']",['us'],2011-12-09,34942188,81.0,['en'],The Sitter,5.4
1880,0,"['action', 'comedy', 'music']",21724,en,Dance Flick,"Street dancer, Thomas Uncles is from the wrong side of the tracks, but his bond with the beautiful Megan White might help the duo realize their dreams as they enter in the mother of all dance battles.",7.326034,"['paramount_pictures', 'mtv_films', 'wayans_bros._entertainment']",['us'],2009-05-22,0,83.0,['en'],Dance Flick,4.7
1881,25000000,"['drama', 'crime']",278,en,The Shawshank Redemption,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",136.747729,['castle_rock_entertainment'],['us'],1994-09-23,28341469,142.0,['en'],The Shawshank Redemption,8.5
1882,21150000,"['adventure', 'comedy']",9290,en,Crocodile Dundee in Los Angeles,"After settling in the tiny Australian town of Walkabout Creek with his significant other and his young son, Mick ""Crocodile"" Dundee is thrown for a loop when a prestigious Los Angeles newspaper offers his honey a job. The family migrates back to the United States, and Croc and son soon find themselves learning some lessons about American life -- many of them inadvertent",6.081772,"['bungalow_productions', 'silver_lion_films', 'vision_view_entertainment']","['au', 'us']",2001-04-12,39438674,92.0,['en'],Crocodile Dundee in Los Angeles,4.7
1883,27000000,['comedy'],11543,en,Kingpin,"After bowler Roy Munson swindles the wrong crowd and is left with a hook for a hand, he settles into impoverished obscurity. That is, until he uncovers the next big thing: an Amish kid named Ishmael. So, the corrupt and the hopelessly naïve hit the circuit intent on settling an old score with Big Ern.",17.329269,"['motion_picture_corporation_of_america', 'metro-goldwyn-mayer_(mgm)']",['us'],1996-07-04,25023434,113.0,['en'],Kingpin,6.7
1884,25000000,"['thriller', 'crime', 'drama']",284536,en,The Gambler,"Literature professor Jim Bennett leads a secret life as a high-stakes gambler. Always a risk-taker, Bennett bets it all when he borrows from a gangster and offers his own life as collateral. Staying one step ahead, he pits his creditor against the operator of an illicit gambling ring while garnering the attention of Frank, a paternalistic loan shark. As his relationship with a student deepens, Bennett must risk everything for a second chance.",22.622453,"['paramount_pictures', 'closest_to_the_hole_productions', 'leverage_entertainment', 'chartoff-winkler_productions']",['us'],2014-12-25,39171130,111.0,['en'],The Gambler,5.7
1885,25000000,"['comedy', 'drama']",152737,en,August: Osage County,"A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Midwest house they grew up in, and to the dysfunctional woman who raised them.",20.561682,"['jean_doumanian_productions', 'smokehouse_pictures']",['us'],2013-12-26,74188937,121.0,['en'],August: Osage County,6.9
1886,25000000,"['drama', 'comedy', 'family']",13374,en,Ice Princess,"With the help of her coach, her parents, and the boy who drives the Zamboni machine, nothing can stop Casey (Trachtenberg) from realizing her dream to be a champion figure skater.",13.288177,"['walt_disney_pictures', 'bridget_johnson_films', 'skate_away_productions']","['us', 'ca']",2005-03-17,27645491,98.0,['en'],Ice Princess,5.9
1887,30000000,['comedy'],8976,en,A Lot Like Love,"On a flight from Los Angeles to New York, Oliver and Emily make a connection, only to decide that they are poorly suited to be together. Over the next seven years, however, they are reunited time and time again, they go from being acquaintances to close friends to ... lovers?",19.212552,"['mile_high_productions', 'kevin_messick_productions', 'touchstone_pictures', 'beacon_pictures']",['us'],2005-04-22,42886719,107.0,['en'],A Lot Like Love,6.5
1888,23000000,"['comedy', 'drama', 'history']",319888,en,Eddie the Eagle,"Inspired by true events, Eddie the Eagle is a feel-good story about Michael ""Eddie"" Edwards (Taron Egerton), an unlikely but courageous British ski-jumper who never stopped believing in himself - even as an entire nation was counting him out. With the help of a rebellious and charismatic coach (played by Hugh Jackman), Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics.",29.365851,"['studio_babelsberg', 'twentieth_century_fox_film_corporation', 'marv_films', 'saville_productions']","['de', 'gb', 'us']",2016-02-26,46152800,106.0,"['en', 'de', 'no']",Eddie the Eagle,7.2
1889,25000000,['drama'],9469,en,He Got Game,A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.,10.232599,"['40_acres_&_a_mule_filmworks', 'touchstone_pictures']",['us'],1998-05-01,21567853,136.0,['en'],He Got Game,6.7
1890,25000000,"['romance', 'drama', 'comedy']",1909,en,Don Juan DeMarco,"John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.",8.870614,"['new_line_cinema', 'american_zoetrope']",['us'],1994-10-01,22200000,97.0,['en'],Don Juan DeMarco,6.2
1891,25000000,"['drama', 'romance', 'war']",22971,en,Dear John,Sergeant John Tyree is home on a 2 week leave from Germany. He meets Savannah after he dives into the ocean to retrieve Savannah's purse that had fallen off the pier. John falls in love with Savannah who is a student on spring break helping build a house for Habitat for Humanity. A romance occurs and Savannah falls deeply in love with John. She promises to write John overseas until he returns.,19.402816,['screen_gems'],['us'],2010-02-04,114977104,115.0,['en'],Dear John,6.6
1892,25000000,"['action', 'adventure', 'crime', 'mystery', 'thriller']",34813,en,The Losers,"A tale of double cross and revenge, centered upon the members of an elite U.S. Special Forces unit sent into the Bolivian jungle on a search and destroy mission. The team-Clay, Jensen, Roque, Pooch and Cougar -find themselves the target of a lethal betrayal instigated from inside by a powerful enemy known only as Max. Presumed dead, the group makes plans to even the score when they're joined by the mysterious Aisha, a beautiful operative with her own agenda. Working together, they must remain deep undercover while tracking the heavily-guarded Max, a ruthless man bent on embroiling the world in a new high-tech global war.",24.903418,"['dc_comics', 'weed_road_pictures', 'dark_castle_entertainment', 'warner_bros.', 'dc_entertainment']",['us'],2010-04-23,23580000,97.0,['en'],The Losers,6.2
1893,25000000,"['fantasy', 'horror', 'thriller']",46261,en,Don't Be Afraid of the Dark,A young girl sent to live with her father and his new girlfriend discovers creatures in her new home who want to claim her as one of their own.,14.562197,"['miramax_films', 'gran_via_productions', 'filmdistrict', 'necropia', 'tequila_gang']","['us', 'au', 'mx']",2010-11-06,36993168,99.0,['en'],Don't Be Afraid of the Dark,5.4
1894,25000000,"['action', 'thriller', 'crime']",10431,en,War,"FBI agent Jack Crawford is out for revenge when his partner is killed and all clues point to the mysterious assassin Rogue. But when Rogue turns up years later to take care of some unfinished business, he triggers a violent clash of rival gangs. Will the truth come out before it's too late? And when the dust settles, who will remain standing?",18.896239,"['mosaic_media_group', 'current_entertainment', 'lionsgate', 'fierce_entertainment', 'province_of_british_columbia_production_services_tax_credit', 'rogue_films']","['us', 'ca']",2007-08-24,40452643,103.0,"['cn', 'en', 'ja', 'zh']",War,6.0
1895,25000000,"['comedy', 'drama', 'romance']",8051,en,Punch-Drunk Love,A beleaguered small-business owner gets a harmonium and embarks on a romantic journey with a mysterious woman.,15.960916,"['columbia_pictures', 'new_line_cinema', 'ghoulardi_film_company']",['us'],2002-10-25,17000000,95.0,['en'],Punch-Drunk Love,6.9
1896,25000000,['comedy'],9352,en,EuroTrip,"When Scott learns that his longtime cyber-buddy from Berlin is a gorgeous young woman, he and his friends embark on a trip across Europe.",25.848003,"['dreamworks_skg', 'the_montecito_picture_company', 'blue_sea_productions']",['us'],2004-02-20,20796847,93.0,"['en', 'fr', 'it', 'ja', 'de']",EuroTrip,6.5
1897,13000000,"['crime', 'action', 'thriller']",10167,en,Half Past Dead,This movie tells the story of a man who goes undercover in a hi-tech prison to find out information to help prosecute those who killed his wife. While there he stumbles onto a plot involving a death-row inmate and his $200 million stash of gold.,6.337063,"['franchise_pictures', 'screen_gems']","['de', 'us']",2002-11-15,0,98.0,['en'],Half Past Dead,4.6
1898,26000000,"['comedy', 'family']",18147,en,Unaccompanied Minors,Five disparate kids snowed in at the airport on Christmas Eve learn some lessons about friendship when they launch a bid to get back to their families and outsmart a disgruntled airport official who wants to keep them grounded.,10.006282,[''],[''],2006-12-08,0,90.0,['en'],Unaccompanied Minors,5.4
1899,0,['drama'],17170,en,"Bright Lights, Big City","A young kid from Kansas moves to New York to work on a magazine. He gets caught up in the world of drink and drugs, and starts a steady decline. The only hope is the cousin of one of his drinking partners, can she pull him through it ?",2.753501,"['united_artists', 'mirage_enterprises', 'cst_telecommunications', 'star_partners']","['jp', 'us']",1988-04-01,0,107.0,['en'],"Bright Lights, Big City",4.7
1900,0,"['animation', 'family', 'fantasy']",18975,en,The Adventures of Pinocchio,"One of puppet-maker Geppetto's creations comes magically to life. This puppet, Pinocchio, has one major desire and that is to become a real boy someday. In order to accomplish this goal he has to learn to act responsibly. This film shows you the adventures on which he learns valuable lessons.",6.718497,"['new_line_cinema', 'the_kushner-locke_company', 'savoy_pictures']","['cz', 'fr', 'de', 'gb', 'us']",1996-07-26,0,90.0,"['en', 'it']",The Adventures of Pinocchio,5.0
1901,25000000,"['drama', 'family']",15487,en,The Greatest Game Ever Played,"A biopic of 20-year-old Francis Ouimet who defeated his golfing idol and 1900 US Open Champion, Harry Vardon.",7.538513,['walt_disney_pictures'],['us'],2005-09-30,15431177,120.0,['en'],The Greatest Game Ever Played,6.9
1902,30000000,"['thriller', 'science_fiction']",22825,en,The Box,"Norma and Arthur Lewis, a suburban couple with a young child, receive a simple wooden box as a gift, which bears fatal and irrevocable consequences. A mysterious stranger delivers the message that the box promises to bestow upon its owner $1 million with the press of a button. However pressing this button will simultaneously cause the death of another human being somewhere in the world; someone they don't know. With just 24 hours to have the box in their possession, Norma and Arthur find themselves in the cross-hairs of a startling moral dilemma and must face the true nature of their humanity.",21.606001,"['media_rights_capital', 'lin_pictures', 'warner_bros.', 'darko_entertainment', 'radar_pictures']",['us'],2009-09-17,33333531,115.0,['en'],The Box,5.4
1903,8000000,"['drama', 'horror']",11152,en,The Ruins,"A group of friends whose leisurely Mexican holiday takes a turn for the worse when they, along with a fellow tourist embark on a remote archaeological dig in the jungle, where something evil lives among the ruins",13.715715,"['spyglass_entertainment', 'pacific_film_and_television_commission', 'dreamworks_pictures', 'red_hour_films', 'internationale_filmproduktion_prometheus']","['us', 'de', 'au']",2008-04-02,0,91.0,"['en', 'pl', 'ru']",The Ruins,5.6
1904,25000000,['comedy'],1831,en,The Next Best Thing,"A comedy-drama about best friends - one a straight woman, Abbie, the other a gay man, Robert - who decide to have a child together. Five years later, Abbie falls in love with a straight man and wants to move away with her and Robert's little boy Sam, and a nasty custody battle ensues.",3.707511,"['paramount_pictures', 'lakeshore_entertainment']",['us'],2000-03-03,24362772,108.0,"['fr', 'en']",The Next Best Thing,4.3
1905,25000000,"['drama', 'horror', 'mystery', 'thriller']",43931,en,My Soul to Take,A serial killer returns to his hometown to stalk seven children who share the same birthday as the date he was allegedly put to rest.,7.001176,"['relativity_media', 'rogue']",['us'],2010-10-08,19829957,107.0,['en'],My Soul to Take,5.2
1906,25000000,['comedy'],10591,en,The Girl Next Door,"Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.",39.784026,"['regency_enterprises', 'epsilon_motion_pictures', 'new_regency_pictures', 'daybreak']",['us'],2004-04-09,30411183,108.0,['en'],The Girl Next Door,6.3
1907,25000000,"['action', 'adventure', 'thriller']",10861,en,Maximum Risk,"A policeman takes his twin brother's place and inherits his problems and a beautiful girlfriend. He is forced to kickbox his way from France to the U.S. and back while playing footsie with the FBI and Russian mafia. Not just muscles with a badge, the policeman must find the answers to some tough questions, none harder than what the heck is an accordian player doing in a sauna.",10.115011,['columbia_pictures'],['us'],1996-09-13,51702483,100.0,['en'],Maximum Risk,5.2
1908,0,"['action', 'comedy', 'drama']",12770,en,Stealing Harvard,"John and his girlfriend have vowed to marry once they save $30,000 for their dream house. But the minute they achieve their financial goal, John finds out his niece has been accepted at Harvard, and he's reminded of his promise to pay for her tuition (nearly $30,000). John's friend Duff convinces him to turn to petty crime to make the payment … but Duff's hare-brained schemes spin quickly out of control.",7.321181,"['columbia_pictures', 'imagine_entertainment', 'revolution_studios']",['us'],2002-09-13,0,85.0,['en'],Stealing Harvard,4.4
1909,25000000,"['crime', 'thriller']",276907,en,Legend,"Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.",32.854557,"['working_title_films', 'cross_creek_pictures', 'anton_capital_entertainment_(ace)']","['gb', 'us', 'fr']",2015-09-09,42972994,131.0,['en'],Legend,6.7
1910,0,"['action', 'comedy']",10074,en,Hot Rod,"For Rod Kimball, performing stunts is a way of life, even though he is rather accident-prone. Poor Rod cannot even get any respect from his stepfather, Frank, who beats him up in weekly sparring matches. When Frank falls ill, Rod devises his most outrageous stunt yet to raise money for Frank's operation -- and then Rod will kick Frank's butt.",6.309587,['paramount_pictures'],['us'],2007-08-03,14334401,88.0,['en'],Hot Rod,6.3
1911,28000000,"['horror', 'thriller']",65055,en,Shark Night,A weekend at a lake house in the Louisiana Gulf turns into a nightmare for seven vacationers as they are subjected to fresh-water shark attacks.,8.363702,['incentive_filmed_entertainment'],['us'],2011-09-02,10126458,91.0,"['en', 'pt']",Shark Night,4.9
1912,25,['drama'],10397,en,Angela's Ashes,"Based on the best selling autobiography by Irish expat Frank McCourt, Angela's Ashes follows the experiences of young Frankie and his family as they try against all odds to escape the poverty endemic in the slums of pre-war Limerick. The film opens with the family in Brooklyn, but following the death of one of Frankie's siblings, they return home, only to find the situation there even worse. Prejudice against Frankie's Northern Irish father makes his search for employment in the Republic difficult despite his having fought for the IRA, and when he does find money, he spends the money on drink.",4.88794,"['paramount_pictures', 'universal_pictures']","['ie', 'us']",1999-12-25,13,145.0,['en'],Angela's Ashes,7.0
1913,25000000,['drama'],200505,en,Draft Day,"At the NFL Draft, general manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams.",14.17009,"['summit_entertainment', 'lionsgate']",['us'],2014-04-11,28831145,109.0,['en'],Draft Day,6.5
1914,25000000,"['fantasy', 'horror', 'science_fiction', 'thriller']",11954,en,Lifeforce,A space shuttle mission investigating Halley's Comet brings back a malevolent race of space vampires who transform most of London's population into zombies. The only survivor of the expedition and British authorities attempt to capture a mysterious but beautiful alien woman who appears responsible.,12.18362,"['tristar_pictures', 'golan-globus', 'easedram']",['gb'],1985-06-20,0,116.0,"['en', 'es']",Lifeforce,6.2
1915,25000000,"['crime', 'drama', 'history']",60309,en,The Conspirator,"Mary Surratt is the lone female charged as a co-conspirator in the assassination trial of Abraham Lincoln. As the whole nation turns against her, she is forced to rely on her reluctant lawyer to uncover the truth and save her life.",9.169271,"['wildwood_enterprises', 'american_film_company']",['us'],2010-09-10,15478800,122.0,['en'],The Conspirator,6.2
1916,25000000,['drama'],9787,en,Lords of Dogtown,"The film follows the surf and skateboarding trends that originated in Venice, California during the 1970s.",8.127728,"['columbia_pictures', 'tristar_pictures']","['de', 'us']",2005-06-03,13411957,107.0,"['en', 'es']",Lords of Dogtown,7.0
1917,25000000,"['drama', 'history']",293646,en,The 33,"Based on a true story about the collapse at the mine in San Jose, Chile that  left 33 miners isolated underground for 69 days.",10.699952,"['alcon_entertainment', 'phoenix_pictures', 'fabula', 'half_circle']","['us', 'cl']",2015-08-06,24902723,120.0,"['es', 'en']",The 33,6.0
1918,25000000,"['action', 'adventure', 'comedy', 'fantasy']",6978,en,Big Trouble in Little China,"When trucker, Jack Burton agreed to take his friend, Wang Chi to pick up his fiancee at the airport, he never expected to get involved in a supernatural battle between good and evil. Wang's fiancee has emerald green eyes, which make her a perfect target for immortal sorcerer, Lo Pan and his three invincible cronies. Lo Pan must marry a girl with green eyes so he can regain his physical form.",29.796394,"['twentieth_century_fox_film_corporation', 'taft_entertainment_pictures']",['us'],1986-05-30,11000000,99.0,"['cn', 'en']",Big Trouble in Little China,7.1
1919,0,"['comedy', 'romance']",133698,fr,Un Plan parfait,"Successful woman in love tries to break her family curse of every first marriage ending in divorce, by dashing to the alter with a random stranger before marrying her boyfriend.",11.60921,"['tf1_films_production', 'quad_productions']",['fr'],2012-10-29,0,104.0,"['fr', 'it', 'pl']",Fly Me to the Moon,5.6
1920,25000000,"['action', 'drama']",59440,en,Warrior,"The inspirational story of an estranged family that finds redemption in the unlikeliest of places…the MMA ring. Tommy Riordan (Tom Hardy), an ex-marine with a tragic past, returns home and enlists his father (Nick Nolte), a recovering alcoholic and former wrestling coach, to train him for “Sparta”, the biggest MMA tournament ever held. But when Tommy’s underdog brother, Brendan (Joel Edgerton), fights his way into the tournament, the two brothers must finally confront each other and the forces that pulled them apart. What ensues is the most gut-wrenching, soul-stirring, and unforgettable battle of their lives.",51.915025,"['solaris_film', 'lionsgate', 'mimran_schur_pictures', 'filmtribe']",['us'],2011-09-09,23057115,140.0,['en'],Warrior,7.7
1921,28000000,"['drama', 'thriller']",1770,en,Michael Collins,"Michael Collins plays a crucial role in the establishment of the Irish Free State in the 1920s, but becomes vilified by those hoping to create a completely independent Irish republic.",8.314624,"['geffen_pictures', 'warner_bros.']","['ie', 'gb']",1996-10-25,16900000,132.0,['en'],Michael Collins,6.7
